"city","state_id","state_name","county_name"
"Prairie Ridge","WA","Washington","Pierce"
"Edison","WA","Washington","Skagit"
"Packwood","WA","Washington","Lewis"
"Wautauga Beach","WA","Washington","Kitsap"
"Harper","WA","Washington","Kitsap"
"Telma","WA","Washington","Chelan"
"Kahlotus","WA","Washington","Franklin"
"Mondovi","WA","Washington","Lincoln"
"Washtucna","WA","Washington","Adams"
"Pleasant Hill","WA","Washington","King"
"Toledo","WA","Washington","Lewis"
"Wabash","WA","Washington","King"
"Renton","WA","Washington","King"
"Chehalis","WA","Washington","Lewis"
"Central Valley","WA","Washington","Kitsap"
"Lake City","WA","Washington","Pierce"
"Megler","WA","Washington","Pacific"
"Alder","WA","Washington","Pierce"
"Ronald","WA","Washington","Kittitas"
"Belvedere","WA","Washington","Okanogan"
"Waverly","WA","Washington","Spokane"
"Turner Corner","WA","Washington","Snohomish"
"Lofall","WA","Washington","Kitsap"
"Kennydale","WA","Washington","King"
"Easton","WA","Washington","Kittitas"
"Navy Yard City","WA","Washington","Kitsap"
"Mercer Island","WA","Washington","King"
"Lynnwood","WA","Washington","Snohomish"
"Coulee City","WA","Washington","Grant"
"Douglas","WA","Washington","Douglas"
"Centralia","WA","Washington","Lewis"
"Colbert","WA","Washington","Spokane"
"Bryn Mawr","WA","Washington","King"
"Silverdale","WA","Washington","Kitsap"
"Lyle","WA","Washington","Klickitat"
"Malott","WA","Washington","Okanogan"
"Mountlake Terrace","WA","Washington","Snohomish"
"Ilwaco","WA","Washington","Pacific"
"Fairwood","WA","Washington","King"
"Warm Beach","WA","Washington","Snohomish"
"Thomas","WA","Washington","King"
"Parker","WA","Washington","Yakima"
"Steptoe","WA","Washington","Whitman"
"Vail","WA","Washington","Thurston"
"Magnolia Beach","WA","Washington","King"
"Lakeview","WA","Washington","Pierce"
"Shaw Island","WA","Washington","San Juan"
"Oakesdale","WA","Washington","Whitman"
"Rosburg","WA","Washington","Wahkiakum"
"Seattle","WA","Washington","King"
"Onalaska","WA","Washington","Lewis"
"George","WA","Washington","Grant"
"Index","WA","Washington","Snohomish"
"Winchester","WA","Washington","Grant"
"Chelatchie","WA","Washington","Clark"
"Allentown","WA","Washington","King"
"Novelty","WA","Washington","King"
"Rosalia","WA","Washington","Whitman"
"Richmond Beach","WA","Washington","King"
"Lakota","WA","Washington","King"
"Liberty Lake","WA","Washington","Spokane"
"Airway Heights","WA","Washington","Spokane"
"Reardan","WA","Washington","Lincoln"
"Silvana","WA","Washington","Snohomish"
"Brier","WA","Washington","Snohomish"
"Robe","WA","Washington","Snohomish"
"Elk Plain","WA","Washington","Pierce"
"Port Townsend","WA","Washington","Jefferson"
"Ocean City","WA","Washington","Grays Harbor"
"Boulevard Park","WA","Washington","King"
"Newhalem","WA","Washington","Whatcom"
"Ford","WA","Washington","Stevens"
"Waterville","WA","Washington","Douglas"
"Quinault","WA","Washington","Grays Harbor"
"Humptulips","WA","Washington","Grays Harbor"
"Hamilton","WA","Washington","Skagit"
"Oak Harbor","WA","Washington","Island"
"Naches","WA","Washington","Yakima"
"Anacortes","WA","Washington","Skagit"
"Kettle Falls","WA","Washington","Stevens"
"Walnut Grove","WA","Washington","Clark"
"Salkum","WA","Washington","Lewis"
"Cunningham","WA","Washington","Adams"
"Irby","WA","Washington","Lincoln"
"Electric City","WA","Washington","Grant"
"Burbank","WA","Washington","Walla Walla"
"Silver Lake","WA","Washington","Cowlitz"
"Dash Point","WA","Washington","Pierce"
"Woods Creek","WA","Washington","Snohomish"
"McKenna","WA","Washington","Pierce"
"Island View","WA","Washington","Benton"
"Kalama","WA","Washington","Cowlitz"
"Grandview","WA","Washington","Yakima"
"Winthrop","WA","Washington","Okanogan"
"Maltby","WA","Washington","Snohomish"
"Spangle","WA","Washington","Spokane"
"Blanchard","WA","Washington","Skagit"
"Artondale","WA","Washington","Pierce"
"May Creek","WA","Washington","Snohomish"
"Home","WA","Washington","Pierce"
"Vashon","WA","Washington","King"
"Snoqualmie Falls","WA","Washington","King"
"Laurier","WA","Washington","Ferry"
"Quincy","WA","Washington","Grant"
"Lake McMurray","WA","Washington","Skagit"
"Martha Lake","WA","Washington","Snohomish"
"Ariel","WA","Washington","Cowlitz"
"Loon Lake","WA","Washington","Stevens"
"Thornton","WA","Washington","Whitman"
"Starbuck","WA","Washington","Columbia"
"Mirrormont","WA","Washington","King"
"Kelso","WA","Washington","Cowlitz"
"Meadowdale","WA","Washington","Snohomish"
"Cottage Lake","WA","Washington","King"
"Cheney","WA","Washington","Spokane"
"Woodway","WA","Washington","Snohomish"
"Lacey","WA","Washington","Thurston"
"Harrah","WA","Washington","Yakima"
"Allyn","WA","Washington","Mason"
"South Bend","WA","Washington","Pacific"
"Barstow","WA","Washington","Ferry"
"Tiger","WA","Washington","Pend Oreille"
"Warden","WA","Washington","Grant"
"Junction City","WA","Washington","Grays Harbor"
"Blyn","WA","Washington","Clallam"
"Lakebay","WA","Washington","Pierce"
"Tahuya","WA","Washington","Mason"
"Selah","WA","Washington","Yakima"
"Kitsap Lake","WA","Washington","Kitsap"
"Sultan","WA","Washington","Snohomish"
"Plain","WA","Washington","Chelan"
"Tanner","WA","Washington","King"
"Edmonds","WA","Washington","Snohomish"
"North Hill","WA","Washington","King"
"Zillah","WA","Washington","Yakima"
"Monse","WA","Washington","Okanogan"
"Lake Forest Park","WA","Washington","King"
"Marlin","WA","Washington","Grant"
"Chinook","WA","Washington","Pacific"
"Albion","WA","Washington","Whitman"
"Skykomish","WA","Washington","King"
"Yakima","WA","Washington","Yakima"
"Pacific","WA","Washington","King"
"Wishram","WA","Washington","Klickitat"
"Cascade Valley","WA","Washington","Grant"
"Cathcart","WA","Washington","Snohomish"
"Brush Prairie","WA","Washington","Clark"
"Amboy","WA","Washington","Clark"
"Centerville","WA","Washington","Klickitat"
"Verlot","WA","Washington","Snohomish"
"Alstown","WA","Washington","Douglas"
"Synarep","WA","Washington","Okanogan"
"Annapolis","WA","Washington","Kitsap"
"Port Gamble","WA","Washington","Kitsap"
"Eatonville","WA","Washington","Pierce"
"Similk Beach","WA","Washington","Skagit"
"Cougar","WA","Washington","Cowlitz"
"Eglon","WA","Washington","Kitsap"
"Paterson","WA","Washington","Benton"
"Tenino","WA","Washington","Thurston"
"Minnehaha","WA","Washington","Clark"
"Raymond","WA","Washington","Pacific"
"Alger","WA","Washington","Skagit"
"Roy","WA","Washington","Pierce"
"Snoqualmie","WA","Washington","King"
"Fragaria","WA","Washington","Kitsap"
"Green Bluff","WA","Washington","Spokane"
"Woodmont Beach","WA","Washington","King"
"Frances","WA","Washington","Pacific"
"Lynden","WA","Washington","Whatcom"
"Clayton","WA","Washington","Stevens"
"Everson","WA","Washington","Whatcom"
"White Swan","WA","Washington","Yakima"
"Camano","WA","Washington","Island"
"Cedar Grove","WA","Washington","King"
"Winton","WA","Washington","Chelan"
"East Olympia","WA","Washington","Thurston"
"Sunset Beach","WA","Washington","Pierce"
"Belfair","WA","Washington","Mason"
"Oso","WA","Washington","Snohomish"
"Federal Way","WA","Washington","King"
"Scandia","WA","Washington","Kitsap"
"Quilcene","WA","Washington","Jefferson"
"Covada","WA","Washington","Ferry"
"Hartline","WA","Washington","Grant"
"Juanita","WA","Washington","King"
"Molson","WA","Washington","Okanogan"
"Daisy","WA","Washington","Stevens"
"Sumas","WA","Washington","Whatcom"
"Mill Creek","WA","Washington","Snohomish"
"Lakewood","WA","Washington","Pierce"
"Venersborg","WA","Washington","Clark"
"Port Angeles","WA","Washington","Clallam"
"Fairmont","WA","Washington","Snohomish"
"Wapato","WA","Washington","Yakima"
"East Port Orchard","WA","Washington","Kitsap"
"North Omak","WA","Washington","Okanogan"
"East Farms","WA","Washington","Spokane"
"Eschbach","WA","Washington","Yakima"
"Chattaroy","WA","Washington","Spokane"
"Inchelium","WA","Washington","Ferry"
"Maxwelton","WA","Washington","Island"
"White Center","WA","Washington","King"
"Medical Lake","WA","Washington","Spokane"
"Lyman","WA","Washington","Skagit"
"Arlington","WA","Washington","Snohomish"
"Ruston","WA","Washington","Pierce"
"McCleary","WA","Washington","Grays Harbor"
"Sammamish","WA","Washington","King"
"Covington","WA","Washington","King"
"McMillin","WA","Washington","Pierce"
"La Grande","WA","Washington","Pierce"
"Cromwell","WA","Washington","Pierce"
"Berrydale","WA","Washington","King"
"Wenatchee","WA","Washington","Chelan"
"Urban","WA","Washington","Skagit"
"Maplewood","WA","Washington","Pierce"
"Marys Corner","WA","Washington","Lewis"
"Mattawa","WA","Washington","Grant"
"Cove","WA","Washington","King"
"Chico","WA","Washington","Kitsap"
"Maple Falls","WA","Washington","Whatcom"
"Colvos","WA","Washington","King"
"Ames Lake","WA","Washington","King"
"Ellisforde","WA","Washington","Okanogan"
"Pine Lake","WA","Washington","King"
"Tampico","WA","Washington","Yakima"
"Colton","WA","Washington","Whitman"
"Usk","WA","Washington","Pend Oreille"
"Cle Elum","WA","Washington","Kittitas"
"Omak","WA","Washington","Okanogan"
"Harrington","WA","Washington","Lincoln"
"Sedro-Woolley","WA","Washington","Skagit"
"Cherry Grove","WA","Washington","Clark"
"La Push","WA","Washington","Clallam"
"Lake Ketchum","WA","Washington","Snohomish"
"Arletta","WA","Washington","Pierce"
"Opportunity","WA","Washington","Spokane"
"Glenoma","WA","Washington","Lewis"
"Curlew","WA","Washington","Ferry"
"Midland","WA","Washington","Pierce"
"Adna","WA","Washington","Lewis"
"Roslyn","WA","Washington","Kittitas"
"Deer Park","WA","Washington","Spokane"
"Tracyton","WA","Washington","Kitsap"
"Hunts Point","WA","Washington","King"
"Koontzville","WA","Washington","Okanogan"
"Fruitland","WA","Washington","Stevens"
"Chewelah","WA","Washington","Stevens"
"Mohler","WA","Washington","Lincoln"
"East Renton Highlands","WA","Washington","King"
"Sunnyside","WA","Washington","Yakima"
"Long Lake","WA","Washington","Lincoln"
"Wauna","WA","Washington","Pierce"
"Liberty","WA","Washington","Kittitas"
"Normandy Park","WA","Washington","King"
"Parkwood","WA","Washington","Kitsap"
"Jamestown","WA","Washington","Clallam"
"Forks","WA","Washington","Clallam"
"Wallula","WA","Washington","Walla Walla"
"SeaTac","WA","Washington","King"
"Royal City","WA","Washington","Grant"
"Beaux Arts Village","WA","Washington","King"
"Steilacoom","WA","Washington","Pierce"
"Northport","WA","Washington","Stevens"
"Eldon","WA","Washington","Mason"
"Ridgefield","WA","Washington","Clark"
"Ryderwood","WA","Washington","Cowlitz"
"Manchester","WA","Washington","Kitsap"
"Vashon Heights","WA","Washington","King"
"Salmon Creek","WA","Washington","Clark"
"Vantage","WA","Washington","Kittitas"
"Creston","WA","Washington","Lincoln"
"Soap Lake","WA","Washington","Grant"
"Silver Firs","WA","Washington","Snohomish"
"Plaza","WA","Washington","Spokane"
"Machias","WA","Washington","Snohomish"
"Neah Bay","WA","Washington","Clallam"
"Malo","WA","Washington","Ferry"
"Clyde Hill","WA","Washington","King"
"Keyport","WA","Washington","Kitsap"
"North Yelm","WA","Washington","Thurston"
"Grand Coulee","WA","Washington","Grant"
"Outlook","WA","Washington","Yakima"
"Clinton","WA","Washington","Island"
"Evans","WA","Washington","Stevens"
"Browns Point","WA","Washington","Pierce"
"Kennewick","WA","Washington","Benton"
"North Marysville","WA","Washington","Snohomish"
"Beaver Valley","WA","Washington","Jefferson"
"Ahtanum","WA","Washington","Yakima"
"Carbonado","WA","Washington","Pierce"
"Hyak","WA","Washington","Kittitas"
"Arlington Heights","WA","Washington","Snohomish"
"North Sultan","WA","Washington","Snohomish"
"Pullman","WA","Washington","Whitman"
"Longview","WA","Washington","Cowlitz"
"Adelaide","WA","Washington","King"
"Peaceful Valley","WA","Washington","Whatcom"
"West Richland","WA","Washington","Benton"
"Fife Heights","WA","Washington","Pierce"
"Manson","WA","Washington","Chelan"
"Sprague","WA","Washington","Lincoln"
"Cosmopolis","WA","Washington","Grays Harbor"
"Redondo","WA","Washington","King"
"Waller","WA","Washington","Pierce"
"Addy","WA","Washington","Stevens"
"Matlock","WA","Washington","Mason"
"Longbranch","WA","Washington","Pierce"
"North Bonneville","WA","Washington","Skamania"
"Pomeroy","WA","Washington","Garfield"
"Colville","WA","Washington","Stevens"
"Palmer","WA","Washington","King"
"Skyway","WA","Washington","King"
"Medina","WA","Washington","King"
"Algona","WA","Washington","King"
"Nine Mile Falls","WA","Washington","Spokane"
"Black Diamond","WA","Washington","King"
"Gold Bar","WA","Washington","Snohomish"
"Mesa","WA","Washington","Franklin"
"Cavalero Corner","WA","Washington","Snohomish"
"Lilliwaup","WA","Washington","Mason"
"La Conner","WA","Washington","Skagit"
"Sheridan Beach","WA","Washington","King"
"Lincoln","WA","Washington","Lincoln"
"Markham","WA","Washington","Grays Harbor"
"Eltopia","WA","Washington","Franklin"
"Stevenson","WA","Washington","Skamania"
"Greenwater","WA","Washington","Pierce"
"Copalis Beach","WA","Washington","Grays Harbor"
"Roosevelt","WA","Washington","Snohomish"
"La Crosse","WA","Washington","Whitman"
"Summit","WA","Washington","Pierce"
"Ohop","WA","Washington","Pierce"
"Malden","WA","Washington","Whitman"
"Beverly","WA","Washington","Grant"
"Prosser","WA","Washington","Benton"
"Lake Roesiger","WA","Washington","Snohomish"
"Fern Prairie","WA","Washington","Clark"
"Maple Valley","WA","Washington","King"
"Gifford","WA","Washington","Stevens"
"Auburn","WA","Washington","King"
"Burton","WA","Washington","King"
"Burlington","WA","Washington","Skagit"
"Carrolls","WA","Washington","Cowlitz"
"Bayne","WA","Washington","King"
"East Cathlamet","WA","Washington","Wahkiakum"
"Purdy","WA","Washington","Pierce"
"Kapowsin","WA","Washington","Pierce"
"Ketron","WA","Washington","Pierce"
"Connell","WA","Washington","Franklin"
"Shore Acres","WA","Washington","Pierce"
"Clear Lake","WA","Washington","Skagit"
"Kittitas","WA","Washington","Kittitas"
"Bucoda","WA","Washington","Thurston"
"Ardenvoir","WA","Washington","Chelan"
"Ellisport","WA","Washington","King"
"Bainbridge Island","WA","Washington","Kitsap"
"Danville","WA","Washington","Ferry"
"Hazelwood","WA","Washington","King"
"Holly","WA","Washington","Kitsap"
"Valley","WA","Washington","Stevens"
"Republic","WA","Washington","Ferry"
"Odessa","WA","Washington","Lincoln"
"Edgewood","WA","Washington","Pierce"
"Rice","WA","Washington","Stevens"
"Shoreline","WA","Washington","King"
"Cusick","WA","Washington","Pend Oreille"
"Virginia","WA","Washington","Kitsap"
"Concrete","WA","Washington","Skagit"
"Langley","WA","Washington","Island"
"Othello","WA","Washington","Adams"
"North City","WA","Washington","King"
"Hazel Dell","WA","Washington","Clark"
"Colfax","WA","Washington","Whitman"
"Metaline","WA","Washington","Pend Oreille"
"Randle","WA","Washington","Lewis"
"Millwood","WA","Washington","Spokane"
"Snoqualmie Pass","WA","Washington","Kittitas"
"Bangor","WA","Washington","Kitsap"
"Thorp","WA","Washington","Kittitas"
"Tahlequah","WA","Washington","King"
"Prescott","WA","Washington","Walla Walla"
"Buckley","WA","Washington","Pierce"
"Dalkena","WA","Washington","Pend Oreille"
"Leland","WA","Washington","Jefferson"
"Fruitvale","WA","Washington","Yakima"
"Port Hadlock","WA","Washington","Jefferson"
"University Place","WA","Washington","Pierce"
"Morton","WA","Washington","Lewis"
"Deep River","WA","Washington","Wahkiakum"
"Elberton","WA","Washington","Whitman"
"Kingston","WA","Washington","Kitsap"
"Palouse","WA","Washington","Whitman"
"Vader","WA","Washington","Lewis"
"Donald","WA","Washington","Yakima"
"Miles","WA","Washington","Lincoln"
"Asotin","WA","Washington","Asotin"
"Joyce","WA","Washington","Clallam"
"Eagledale","WA","Washington","Kitsap"
"Port Ludlow","WA","Washington","Jefferson"
"Loomis","WA","Washington","Okanogan"
"New London","WA","Washington","Grays Harbor"
"Desert Aire","WA","Washington","Grant"
"Poulsbo","WA","Washington","Kitsap"
"Cedonia","WA","Washington","Stevens"
"Union","WA","Washington","Mason"
"Suquamish","WA","Washington","Kitsap"
"Deep Creek","WA","Washington","Spokane"
"Yoman","WA","Washington","Pierce"
"Cordell","WA","Washington","Okanogan"
"Hoquiam","WA","Washington","Grays Harbor"
"Nespelem","WA","Washington","Okanogan"
"Ephrata","WA","Washington","Grant"
"Kent","WA","Washington","King"
"Mukilteo","WA","Washington","Snohomish"
"Boise","WA","Washington","King"
"Kirkland","WA","Washington","King"
"Waitsburg","WA","Washington","Walla Walla"
"Ridgecrest","WA","Washington","King"
"Freeman","WA","Washington","Spokane"
"Dallesport","WA","Washington","Klickitat"
"Redmond","WA","Washington","King"
"Wilkeson","WA","Washington","Pierce"
"Sisco Heights","WA","Washington","Snohomish"
"Lewisville","WA","Washington","Clark"
"Kennard Corner","WA","Washington","Snohomish"
"Benge","WA","Washington","Adams"
"Granger","WA","Washington","Yakima"
"Yarrow Point","WA","Washington","King"
"Lost Creek","WA","Washington","Pend Oreille"
"Moxee City","WA","Washington","Yakima"
"Hockinson","WA","Washington","Clark"
"Oakville","WA","Washington","Grays Harbor"
"Tukwila","WA","Washington","King"
"Mabana","WA","Washington","Island"
"Kangley","WA","Washington","King"
"Clallam Bay","WA","Washington","Clallam"
"Newport","WA","Washington","Pend Oreille"
"Enetai","WA","Washington","Kitsap"
"Clearview","WA","Washington","Snohomish"
"Sahalee","WA","Washington","King"
"Yelm","WA","Washington","Thurston"
"Midway","WA","Washington","Pierce"
"Olympia","WA","Washington","Thurston"
"Endicott","WA","Washington","Whitman"
"Lind","WA","Washington","Adams"
"Fife","WA","Washington","Pierce"
"Newport Hills","WA","Washington","King"
"Upper Preston","WA","Washington","King"
"Pateros","WA","Washington","Okanogan"
"Nordland","WA","Washington","Jefferson"
"Tyler","WA","Washington","Spokane"
"Camden","WA","Washington","Pend Oreille"
"Rockport","WA","Washington","Skagit"
"Port Orchard","WA","Washington","Kitsap"
"Preston","WA","Washington","King"
"Tieton","WA","Washington","Yakima"
"Rochester","WA","Washington","Thurston"
"Bingen","WA","Washington","Klickitat"
"Harbour Pointe","WA","Washington","Snohomish"
"Wellpinit","WA","Washington","Stevens"
"Glacier","WA","Washington","Whatcom"
"Farmington","WA","Washington","Whitman"
"Eastsound","WA","Washington","San Juan"
"Central Park","WA","Washington","Grays Harbor"
"Bremerton","WA","Washington","Kitsap"
"Friday Harbor","WA","Washington","San Juan"
"Carnation","WA","Washington","King"
"Lake Shore","WA","Washington","Clark"
"Houghton","WA","Washington","King"
"Lake Cavanaugh","WA","Washington","Skagit"
"Lake Stevens","WA","Washington","Snohomish"
"Mineral","WA","Washington","Lewis"
"Lake Stickney","WA","Washington","Snohomish"
"Acme","WA","Washington","Whatcom"
"Oyehut","WA","Washington","Grays Harbor"
"Mossyrock","WA","Washington","Lewis"
"Bridgeport","WA","Washington","Douglas"
"Fobes Hill","WA","Washington","Snohomish"
"Rosario","WA","Washington","San Juan"
"Brewster","WA","Washington","Okanogan"
"Fox Island","WA","Washington","Pierce"
"Canyon Park","WA","Washington","Snohomish"
"Rock Island","WA","Washington","Douglas"
"High Rock","WA","Washington","Snohomish"
"Rockford","WA","Washington","Spokane"
"Erlands Point","WA","Washington","Kitsap"
"Montesano","WA","Washington","Grays Harbor"
"Gorst","WA","Washington","Kitsap"
"Johnson","WA","Washington","Whitman"
"Alderton","WA","Washington","Pierce"
"Dusty","WA","Washington","Whitman"
"Tekoa","WA","Washington","Whitman"
"Bay Center","WA","Washington","Pacific"
"La Center","WA","Washington","Clark"
"Mazama","WA","Washington","Okanogan"
"Selleck","WA","Washington","King"
"Amanda Park","WA","Washington","Grays Harbor"
"Sequim","WA","Washington","Clallam"
"Sunnydale","WA","Washington","King"
"Van Zandt","WA","Washington","Whatcom"
"McDonald","WA","Washington","Grant"
"Moclips","WA","Washington","Grays Harbor"
"Ocean Park","WA","Washington","Pacific"
"West Valley","WA","Washington","Yakima"
"Thompson Place","WA","Washington","Thurston"
"Dungeness","WA","Washington","Clallam"
"Birch Bay","WA","Washington","Whatcom"
"Stratford","WA","Washington","Grant"
"Ione","WA","Washington","Pend Oreille"
"Tacoma","WA","Washington","Pierce"
"Barberton","WA","Washington","Clark"
"Yacolt","WA","Washington","Clark"
"Coulee Dam","WA","Washington","Okanogan"
"Almota","WA","Washington","Whitman"
"Skamokawa","WA","Washington","Wahkiakum"
"Woodinville","WA","Washington","King"
"Swinomish Village","WA","Washington","Skagit"
"Methow","WA","Washington","Okanogan"
"Bay View","WA","Washington","Skagit"
"Newaukum","WA","Washington","King"
"Meadow Glade","WA","Washington","Clark"
"Disautel","WA","Washington","Okanogan"
"Copalis Crossing","WA","Washington","Grays Harbor"
"Burley","WA","Washington","Kitsap"
"Riverside","WA","Washington","Okanogan"
"Ocean Shores","WA","Washington","Grays Harbor"
"Bethel","WA","Washington","Kitsap"
"South Hill","WA","Washington","Pierce"
"Baring","WA","Washington","King"
"Winona","WA","Washington","Whitman"
"Leadpoint","WA","Washington","Stevens"
"Brooklyn","WA","Washington","Pacific"
"Mansfield","WA","Washington","Douglas"
"Esperance","WA","Washington","Snohomish"
"Springdale","WA","Washington","Stevens"
"Okanogan","WA","Washington","Okanogan"
"Cedar Mountain","WA","Washington","King"
"Moses Lake","WA","Washington","Grant"
"Littlerock","WA","Washington","Thurston"
"Trentwood","WA","Washington","Spokane"
"Mabton","WA","Washington","Yakima"
"Klickitat","WA","Washington","Klickitat"
"Puyallup","WA","Washington","Pierce"
"Cinebar","WA","Washington","Lewis"
"San de Fuca","WA","Washington","Island"
"Cathlamet","WA","Washington","Wahkiakum"
"Richardson","WA","Washington","San Juan"
"Sumner","WA","Washington","Pierce"
"Davenport","WA","Washington","Lincoln"
"Cliffdell","WA","Washington","Yakima"
"Fall City","WA","Washington","King"
"Dockton","WA","Washington","King"
"Conway","WA","Washington","Skagit"
"Marshall","WA","Washington","Spokane"
"Walla Walla","WA","Washington","Walla Walla"
"Canterwood","WA","Washington","Pierce"
"Lexington","WA","Washington","Cowlitz"
"Country Homes","WA","Washington","Spokane"
"Altoona","WA","Washington","Wahkiakum"
"South Cle Elum","WA","Washington","Kittitas"
"Waldron","WA","Washington","San Juan"
"Chesaw","WA","Washington","Okanogan"
"Sunnyslope","WA","Washington","Kitsap"
"Olympic View","WA","Washington","Kitsap"
"Hood","WA","Washington","Skamania"
"Elbe","WA","Washington","Pierce"
"Venice","WA","Washington","Kitsap"
"Cumberland","WA","Washington","King"
"Ostrander","WA","Washington","Cowlitz"
"Cohassett Beach","WA","Washington","Grays Harbor"
"Deming","WA","Washington","Whatcom"
"Sekiu","WA","Washington","Clallam"
"Terrace Heights","WA","Washington","Yakima"
"Nemah","WA","Washington","Pacific"
"Neilton","WA","Washington","Grays Harbor"
"Grays River","WA","Washington","Wahkiakum"
"Ashford","WA","Washington","Pierce"
"Boistfort","WA","Washington","Lewis"
"Almira","WA","Washington","Lincoln"
"Bothell","WA","Washington","King"
"South Broadway","WA","Washington","Yakima"
"Edwall","WA","Washington","Lincoln"
"Georgetown","WA","Washington","King"
"Maryhill","WA","Washington","Klickitat"
"Huntsville","WA","Washington","Columbia"
"Greenbank","WA","Washington","Island"
"Murphys Corner","WA","Washington","Snohomish"
"Tokeland","WA","Washington","Pacific"
"Felida","WA","Washington","Clark"
"Fairview","WA","Washington","Kitsap"
"Tumwater","WA","Washington","Thurston"
"Uniontown","WA","Washington","Whitman"
"Coupeville","WA","Washington","Island"
"River Road","WA","Washington","Clallam"
"Duvall","WA","Washington","King"
"Marcus","WA","Washington","Stevens"
"Seattle Heights","WA","Washington","Snohomish"
"Strandell","WA","Washington","Whatcom"
"Key Center","WA","Washington","Pierce"
"Grand Mound","WA","Washington","Thurston"
"Taholah","WA","Washington","Grays Harbor"
"Port Blakely","WA","Washington","Kitsap"
"Malone","WA","Washington","Grays Harbor"
"Boston Harbor","WA","Washington","Thurston"
"Rainier","WA","Washington","Thurston"
"Menlo","WA","Washington","Pacific"
"Azwell","WA","Washington","Chelan"
"Glendale","WA","Washington","Island"
"Monroe","WA","Washington","Snohomish"
"Sawyer","WA","Washington","Yakima"
"Clarkston","WA","Washington","Asotin"
"Spanaway","WA","Washington","Pierce"
"Gig Harbor","WA","Washington","Pierce"
"Big Lake","WA","Washington","Skagit"
"Smyrna","WA","Washington","Grant"
"Carlton","WA","Washington","Okanogan"
"Monitor","WA","Washington","Chelan"
"Des Moines","WA","Washington","King"
"Carlisle","WA","Washington","Grays Harbor"
"Metaline Falls","WA","Washington","Pend Oreille"
"Breidablick","WA","Washington","Kitsap"
"Snohomish","WA","Washington","Snohomish"
"Richland","WA","Washington","Benton"
"Parkland","WA","Washington","Pierce"
"Veradale","WA","Washington","Spokane"
"Kummer","WA","Washington","King"
"Woodland","WA","Washington","Cowlitz"
"Washougal","WA","Washington","Clark"
"Boyds","WA","Washington","Ferry"
"Bonney Lake","WA","Washington","Pierce"
"South Prairie","WA","Washington","Pierce"
"Larimers Corner","WA","Washington","Snohomish"
"Porter","WA","Washington","Grays Harbor"
"Lisabeula","WA","Washington","King"
"Saint John","WA","Washington","Whitman"
"Spokane Valley","WA","Washington","Spokane"
"Bellevue","WA","Washington","King"
"Custer","WA","Washington","Whatcom"
"Orcas","WA","Washington","San Juan"
"Diablo","WA","Washington","Whatcom"
"Christopher","WA","Washington","King"
"Midvale Corner","WA","Washington","Island"
"Marysville","WA","Washington","Snohomish"
"Newcastle","WA","Washington","King"
"North Bend","WA","Washington","King"
"Three Lakes","WA","Washington","Snohomish"
"Kendall","WA","Washington","Whatcom"
"Kanaskat","WA","Washington","King"
"Wilbur","WA","Washington","Lincoln"
"Enumclaw","WA","Washington","King"
"Nile","WA","Washington","Yakima"
"Alderwood Manor","WA","Washington","Snohomish"
"Clarkston Heights","WA","Washington","Asotin"
"Pacific Beach","WA","Washington","Grays Harbor"
"Napavine","WA","Washington","Lewis"
"Hatton","WA","Washington","Adams"
"Shelton","WA","Washington","Mason"
"Chimacum","WA","Washington","Jefferson"
"Naselle","WA","Washington","Pacific"
"Grotto","WA","Washington","King"
"Bellingham","WA","Washington","Whatcom"
"Castle Rock","WA","Washington","Cowlitz"
"Pine City","WA","Washington","Whitman"
"Nooksack","WA","Washington","Whatcom"
"Elma","WA","Washington","Grays Harbor"
"Kenmore","WA","Washington","King"
"Ellensburg","WA","Washington","Kittitas"
"Belmont","WA","Washington","Whitman"
"DuPont","WA","Washington","Pierce"
"Long Beach","WA","Washington","Pacific"
"Seabeck","WA","Washington","Kitsap"
"Granite Falls","WA","Washington","Snohomish"
"Tonasket","WA","Washington","Okanogan"
"Otis Orchards","WA","Washington","Spokane"
"Milton","WA","Washington","Pierce"
"West Pasco","WA","Washington","Franklin"
"Badger","WA","Washington","Benton"
"Lamont","WA","Washington","Whitman"
"Ravensdale","WA","Washington","King"
"Rollingbay","WA","Washington","Kitsap"
"Rocky Point","WA","Washington","Kitsap"
"Garrett","WA","Washington","Walla Walla"
"Grayland","WA","Washington","Grays Harbor"
"Gilberton","WA","Washington","Kitsap"
"Withrow","WA","Washington","Douglas"
"Stanwood","WA","Washington","Snohomish"
"Sudden Valley","WA","Washington","Whatcom"
"Meridian","WA","Washington","King"
"Aberdeen Gardens","WA","Washington","Grays Harbor"
"Possession","WA","Washington","Island"
"Benton City","WA","Washington","Benton"
"Bickleton","WA","Washington","Klickitat"
"Elmer City","WA","Washington","Okanogan"
"Doty","WA","Washington","Lewis"
"East Wenatchee","WA","Washington","Douglas"
"Newman Lake","WA","Washington","Spokane"
"Freeland","WA","Washington","Island"
"Indianola","WA","Washington","Kitsap"
"Cowiche","WA","Washington","Yakima"
"Husum","WA","Washington","Klickitat"
"Pataha","WA","Washington","Garfield"
"Lamona","WA","Washington","Lincoln"
"Skokomish","WA","Washington","Mason"
"Vaughn","WA","Washington","Pierce"
"Ruby","WA","Washington","Pend Oreille"
"Bryant","WA","Washington","Snohomish"
"Coalfield","WA","Washington","King"
